Klages Helmut;;;Verwaltungsmodernisierung durch 'neue Steuerung'?;;;;;26;Druckerzeugnis;Wie reformbedürftig ist die deutsche Verwaltung?;Separata;EG Sep. 00;Stuttgart;Archiv für Kommunalwissenschaften;1995;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Freudenberger Dietrich;;;Aufgabenverlagerung aus Querschnittämtern;Chancen und Möglichkeiten;;;3-89491-077-1;44835;Druckerzeugnis;In: Klümper- Bernd: 'Konzern Stadt' - Dezentralisierung der Ressourcenverwaltung;Haupt-Bibliothek;;Bornheim;Naujoks & Behrendt;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Mair Helmut;;;Wohnungsnot und soziale Arbeit Zur Geschichte eines aktuellen Themas;;;;3.8100.1081.2;11628;Druckerzeugnis;In: Mair-Helmut (Hrsg.): Wohnen und soziale Arbeit;Haupt-Bibliothek;;Opladen;Leske + Budrich Hohmeier-Jürgen;;YX;;;Wirtschaftswissenschaften;Sozialpolitik. Gesundheitswesen. Bildungsökonomie;
Hoffmann Ulrich;;;Struktur und Wachstum der öffentlichen Investitionen;;;;;31-;Druckerzeugnis;;Separata;BE Sep. 03;Berlin;Duncker & Humblot;1967;YL7;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder
Winkler E.-G.;Stegmaier H.;;Versicherungs Wirtschaft (Zeitschrift);;;;;;Druckerzeugnis;22. Jahrgang 1. August 1967, Heft 15;Separata;AC Sep. 02;Karlsruhe;Versicherungswirtschaft e. V.;1967;YL1;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Allgemeines
Congressional Budget Office;;;Using Performance Measures in the Federal Budget Process;;;;-;46;Druckerzeugnis;;Haupt-Bibliothek;VE 177;Washington;Congressional Budget Office;1993;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle
Brittain John A.;;;The Incidence of Social Security Payroll Taxes;;;;;15;Druckerzeugnis;;Separata;CA Sep. 12;Washington;Brookings Institution;1971;YL7;YL8;YL9;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;"Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder-	Allgemeine Steuerlehre, Steuersystem einzelner Länder-	Betriebswirtschaftliche Steuerlehre"
Dürschke Georg;;;Vermögensteuergesetz;;;;3.406.02999 X;60;Druckerzeugnis;Nachtrag 1971 (Stand 1. Juli) zur Hauptausgabe von 1970;Haupt-Bibliothek;KB 307 2;München;C.H. Beck;1971;KB;;;Ausländisches Steuerrecht;Deutschland;
O'Connor James;;;Die fiskalische Krise des Staates;;;;3.462.01059.X 3.462.01060.3;104-132;Druckerzeugnis;In: Narr-Wolf-Dieter- Offe-Claus (Hrsg.): Wohlfahrtsstaat und Massenloyalität;Haupt-Bibliothek;;Köln;Kiepenheuer & Witsch;;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;
Eilsberger Rupert;;;Was könnte die öffentliche Verwaltung vom Management amerikanischer Top-Firmen lernen?;;;;;136-;Druckerzeugnis;in: Verwaltungs- und Management-Konzept;Separata;EG Sep. 07;;;1985;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Rosenberger Josef;;;Unternehmen Stadt Passau Unser Weg zum kommunalen Management;;;;;67;Druckerzeugnis;;Haupt-Bibliothek;EC 149;Passau;Ostler Druck;1994;YL3;YQ;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Spezielle Betriebswirtschaftslehren";Finanzwirtschaft untergeordneter Gebietskörperschaften
Krause Walter;;;Regionalplanung und Regionalpolitik im Rhein-Neckar-Raum;;;;3.409.60001.9;201-208;Druckerzeugnis;In: Mändle-Eduard- Möller-Alex- Voigt-Fritz (Hrsg.): Wirtschaftspolitik in Theorie und Praxis;Haupt-Bibliothek;;Wiesbaden;Verlag Dr. Th. Gabler KG;;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;
Recktenwald Horst Claus;;;Nationalökonomie und Gerechtigkeit. Grundsätzliches und Kritisches zur Verteilung und Umverteilung der Einkommen;;;;3.922016.17.0;401-414;Druckerzeugnis;In: Mückl Wolfgang J., Ott Alfred E. (Hrsg.): Wirtschaftstheorie und Wirtschaftspolitik;Haupt-Bibliothek;;Passau;Passavia Universitätsverlag;;YB;;;Wirtschaftswissenschaften;Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik;
IFF;;;Wirkungsorientierte Verwaltungskultur;;;;;;Druckerzeugnis;Kurlturelle Veränderung durch Teamorientierung und Organisationsentwicklung;Haupt-Bibliothek;EA 263;St. Gallen;HSG;1995;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Ernst & Young;;;Worldwide Executive Tax Guide 1998;;;;-;579;Druckerzeugnis;;Haupt-Bibliothek;PC 157;New York;Ernst & Young International;1997;PC;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommensteuer allgemein;
Ribbert-Elias Jürgen;;;Wohnen und Betreuung im Alter;eine Herausforderung an die soziale Arbeit;;;3.8100.1081.2;105-128;Druckerzeugnis;In: Mair-Helmut (Hrsg.): Wohnen und soziale Arbeit;Haupt-Bibliothek;;Opladen;Leske + Budrich Hohmeier-Jürgen;;YX;;;Wirtschaftswissenschaften;Sozialpolitik. Gesundheitswesen. Bildungsökonomie;
Staatsministerium Baden-Württemberg;;;Verwaltungsreform in Baden-Württemberg;;;;;158;Druckerzeugnis;Anlagenband zum Ersten Bericht der Regierungskommission Verwaltungsreform;Haupt-Bibliothek;EG 181 2;Oberndorf;Schwarzwälder Druckhaus;1993;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Staatskanzlei des Kantons Zug;;;Verordnung über die Vergebung von Arbeiten und Lieferungen;;;;;4;Druckerzeugnis;Amtliche Sammlung der Gesetze und Verordungen des Kt. Zug;Separata;BB Sep. 02;;;1967;YL1;YR;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Gewerbepolitik. Einzelne Wirtschaftszweige";Allgemeines
Mills Quinn D.;;;Values of the New Competitiors;;;;-;127-137;Druckerzeugnis;in: ISC (Hrsg.), The Spirit of Competition;Haupt-Bibliothek;;;;;WD;;;Uebrige Literatur;Diverse Gebiete, Umweltschutz;
Schimanke Dieter;;;Steuerung und Selbststeuerung in der öffentlichen Verwaltung;;;;3-7890-1450-8;134-157;Druckerzeugnis;In: Koch-Rainer- und andere: Verwaltungsforschung in Perspektive;Haupt-Bibliothek;;Baden-Baden;Nomos;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Hellersen Jürgen;;;Wirtschaftswissenschaftliche und technologische Begriffselemente in steuergesetzlichen Tatbeständen-insbesondere bei konjunktur- und strukturpolitischen Massnahmen;;;;;249;Druckerzeugnis;;Haupt-Bibliothek;JD 323;Darmstadt;Vervielfältigung;1971;JD;;;Allgemeine Steuerrechtsliteratur;Grundsätze der Rechtsanwendung;
Ziltener Hermann;Tecoz H. F.;Stanislaus Karl Heinz;Wann kommt die nächste Währungskrise? Le capitalisme-toujours actuel. Der niederländische Wirtschafts- und Sozialrat;Wagnis oder Vorbild?;;;;1- 13- 34-;Druckerzeugnis;;Separata;AK Sep. 325;Basel;Information der internationalen Treuhand AG;1970;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Trutzel Klaus;;;Informationsverarbeitung im Planungsprozess;;;;3.406.04915 X;99-108;Druckerzeugnis;In: Glaser-Hermann (Hrsg.): Urbanistik;Haupt-Bibliothek;;München;C.H. Beck;;YY;;;Wirtschaftswissenschaften;Regionale Wirtschaftspolitik. Stadtplanung;
Ott Alfred E.;;;Erich Preiser über wirtschaftliches Wachstum;;;;3.922016.17.0;389-400;Druckerzeugnis;In: Mückl Wolfgang J., Ott Alfred E. (Hrsg.): Wirtschaftstheorie und Wirtschaftspolitik;Haupt-Bibliothek;;Passau;Passavia Universitätsverlag;;YB;;;Wirtschaftswissenschaften;Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik;
Niederer W.;;;Volkswirtschaftliche Aspekte der Altersvorsorge;;;;;47;Druckerzeugnis;;Separata;AF Sep. 07;Zug;Hrsg: Dr. A. C. Brunner, Landis & Gyr AG;1970;YX;;;Wirtschaftswissenschaften;Sozialpolitik. Gesundheitswesen. Bildungsökonomie;
Reinermann Heinrich;;;The Design of Information Systems for Local administrations;From Bauhaus to Rathaus;;;;8;Druckerzeugnis;;Separata;EA Sep. 11;Great Britain;Pergamon Journals Ltd.;1986;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Haldemann Theo;;;Internationale Entwicklung im Bereich des Neb Public Management;;;;3-258-05255-7;31-56;Druckerzeugnis;In: Hablützel-Peter- Haldemann-Theo- Schedler-Kuno- Schwaar-Karl: Umbruch in Politik und Verwaltung Internationale Entwicklung im Bereich des New Public Management und der wirkungsorientiertern Verwaltungsführung - Uebersicht und Vergleich;Haupt-Bibliothek;;Bern;Paul Haupt;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Maguire Edward;Theisen Manuel;;Verrechnungspreise bei Lizenzen und Dienstleistungen;;;;3 406 34743 6;114;Druckerzeugnis;Münchener Schriften zum Internationalen Steuerrecht, Heft 14;Haupt-Bibliothek;LD 180;München;C.H. Beck;1990;LD;;;Interkantonales/Internationales Steuerrecht;Deutschland;
Graaff de J.;Jongh de T.W.;;The Future of Taxation. Review of the Financial and Economic Situation in South Africa;;;;;179-;Druckerzeugnis;in: The South African Journal of Economics- Vol. 36, No. 3, Sept. 1968;Haupt-Bibliothek;CA 132;Braamfontein;The South African Journal of Economics;1968;YL7;YL8;YL9;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;"Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder-	Allgemeine Steuerlehre, Steuersystem einzelner Länder-	Betriebswirtschaftliche Steuerlehre"
Houben Henriette;Baumgarten Jörg;;Haushalts- und Verteilungswirkungen einer Tarifreform;;;;-;85;Druckerzeugnis;IFSt-Schrift 476;Haupt-Bibliothek;;;;;PC;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommensteuer allgemein;
Oettle Karl;;;Thesen über die Unterschiede zwischen privater Absatzpolitik und der öffentlichen Angebotspolitik;;;;;5;Druckerzeugnis;;Separata;EF Sep. 08;;;1969;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Grosser Rat des Kantons Aargau;;;Verordnung über die Vergebung von öffentlichen Arbeiten und Lieferungen;;;;;24;Druckerzeugnis;;Separata;BB Sep. 01;;;1940;YL1;YR;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Gewerbepolitik. Einzelne Wirtschaftszweige";Allgemeines
Glagow Manfred;;;Zur staatlichen Regulierung von Umweltschäden;;;;3.492.01987.0;193-206;Druckerzeugnis;In: Glagow-Manfred (Hrsg.): Umweltgefährdung und Gesellschaftssystem, S. 193 ff.;Haupt-Bibliothek;;München;Piper;;YY;;;Wirtschaftswissenschaften;Regionale Wirtschaftspolitik. Stadtplanung;
Meo Roseanne;;;Achieving Performance Through Managing Human Resources;;;;0.980976.09.7;263-267;Druckerzeugnis;In: New Zealand Society of Accountants (Hrsg.): The Public Sector Challenge: Defining, Delivernig and Reporting Performance;Haupt-Bibliothek;;Wellington;NZSofA;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Tollison R.;Willett T.;;A Defense of the CEA as an Instrument for Giving Economic Policy Advice;;;;0-8014-9860-0 (paperback) 0-8014-0914-4 (cloth);520-524;Druckerzeugnis;In: Amacher Ryan C./Tollison Robert D: The Economic Approach to Public Policy;Haupt-Bibliothek;;London;Cornell University;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Rocket Glynis;;;The Performance of Public Contracts and their Control;The English Experience;;;-;95-102;Druckerzeugnis;In: Hedlund-Sven: Union Europea y en Espana;Haupt-Bibliothek;;;;;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle
Tullock G.;;;An Economic Approach to Crime;;;;0-8014-9860-0 (paperback) 0-8014-0914-4 (cloth);111-124;Druckerzeugnis;In: Amacher Ryan C./Tollison Robert D: The Economic Approach to Public Policy;Haupt-Bibliothek;;London;Cornell University;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Barral Etienne;;;Vorschläge der Kommission der Europäischen Gemeinschaften zur Beseitigung der steuerlichen Hindernisse für Zusammenschlüsse von Gesellschaften der Mitgliedstaaten;;;;;69-83;Druckerzeugnis;In: Deutsche Gesellschaft für Betriebswirtschaft, (Hrsg.): Besteuerung der Wirtschaft in der EWG - Praxis von heute und morgen. 3. A.;Haupt-Bibliothek;;;;;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;
Ule Carl Hermann;Duppré Fritz;;Wohl der Allgemeinheit und öffentliche Interessen;;;;;190;Druckerzeugnis;Schriftenreihe der Hochschule Speyer, Bd. 39;Haupt-Bibliothek;WD 238;Berlin;Duncker & Humblot;1968;WD;;;Uebrige Literatur;Diverse Gebiete, Umweltschutz;
IFF;;;Weiterbildungskurs über Internationales Steuerrecht;23./24.3.1998 (1. Teil);;;-;;Druckerzeugnis;Kursdokumentation;Haupt-Bibliothek;LC 0178 1;St. Gallen;IFF;1998;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
Dales J. H.;;;Umweltschutz als ökonomisches Problem;;;;3.492.01987.0;172-180;Druckerzeugnis;In: Glagow-Manfred (Hrsg.): Umweltgefährdung und Gesellschaftssystem, S. 172 ff.;Haupt-Bibliothek;;München;Piper;;YY;;;Wirtschaftswissenschaften;Regionale Wirtschaftspolitik. Stadtplanung;
Bachmann Hans;Frank Vincent C.;;'Aussenwirtschaft' Zeitschrift für internationale Wirtschaftsbeziehungen;;;;;122;Druckerzeugnis;Diverse Beiträge;Haupt-Bibliothek;AK 0307;Zürich;Polygraphischer Verlag;1968;YM;;;Wirtschaftswissenschaften;Internationaler Handel. Zahlungsbilanz und Wechselkurse;
Nauer H.;Baumann M.;;Von der Steuer in der Demokratie;;;;;;Druckerzeugnis;in: Festschrift zum 70. Geburtstag von Prof. Dr. Ernst Blumenstein am 23. Oktober 1946;Haupt-Bibliothek;;Zürich;Polygraphischer Verlag;;JB;;;Allgemeine Steuerrechtsliteratur;Festschriften, Sammelwerke, Bibliographien;
Panther Stephan M.;;;Informelle Soziale Netze und Sozialstaat- Substitutionale oder komplementäre Institutionen;;;;3-89518-083-1;271-300;Druckerzeugnis;In: Priddat-Birger- Wegner-Gerhard (Hrsg.): Zwischen Evolution und Institution;Haupt-Bibliothek;;Marburg;Metropolis;;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;
Uelner Adalbert;Albert Markus;;Zum geplanten Verbot der Teilwertabschreibung;;;;-;38;Druckerzeugnis;IFSt-Schrift 369;Haupt-Bibliothek;;;;;KB;;;Ausländisches Steuerrecht;Deutschland;
Henderson William L.;Cameron Helen A.;;The Public Economy;;;;;363;Druckerzeugnis;An introduction to government finance;Haupt-Bibliothek;AA 171;New York;Random House;1969;YB;;;Wirtschaftswissenschaften;Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik;
Huber Gerhard;;;Klassenverteilung? Gleichverteilung? Zur Einkommensverteilung in der Bundesrepublik Deutschland 1973;;;;3.922016.17.0;159-188;Druckerzeugnis;In: Mückl Wolfgang J., Ott Alfred E. (Hrsg.): Wirtschaftstheorie und Wirtschaftspolitik;Haupt-Bibliothek;;Passau;Passavia Universitätsverlag;;YB;;;Wirtschaftswissenschaften;Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik;
Schauwecker Heinz;;;Der Zweckverband als kommunale Unternehmensverffassung;;;;3-7890-1683-7;219-225;Druckerzeugnis;In: Eichhorn Peter: Unternehmensverfassung in der privaten und öffentlichen Wirtschaft;Haupt-Bibliothek;;Baden-Baden;Nomos;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
EWG-Kommission;;;Vierter Gesamtbericht über die Tätigkeit der Gemeinschaften 1970;;;;;484;Druckerzeugnis;Sitzungsdokumente 1970-1971;Haupt-Bibliothek;FB 115 1;Brüssel;EWG;1971;YL5;YM;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Internationaler Handel. Zahlungsbilanz und Wechselkurse";Finanzwirtschaft supranationaler Behörden
EG-Kommission;;;Vorschlag für eine Richtlinie des Rates zur Koordinierung der Rechts- und Verwaltungsvorschriften für die Anwendung der Gemeinschaftsvorschriften betreffend die Auftragsvergabe durch Auftraggeber im Bereich der Wasser--Energie- und Verkehrsversorgung sowie im Telekommunikationssektor;;;;;46;Druckerzeugnis;;Separata;BB Sep. 09;;;1990;YL1;YR;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Gewerbepolitik. Einzelne Wirtschaftszweige";Allgemeines
Sharkansky Ira;;;The Routines of Politcs;;;;;187;Druckerzeugnis;New Perspectives in Political Science;Haupt-Bibliothek;VB 137;New York;Litton Education Publishing, Inc.;1970;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle
Budäus Dietrich;;;Betriebswirtschaftslehre - Controlling - öffentliche Verwaltung;;;;3-7890-1450-8;105-121;Druckerzeugnis;In: Koch-Rainer- und andere: Verwaltungsforschung in Perspektive;Haupt-Bibliothek;;Baden-Baden;Nomos;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Schweiz. Verkehrswissenschaftliche Gesellschaft;;;Zur Finanzierung der Verkehrsinvestitionen in Agglomerationen;;;;;104;Druckerzeugnis;Eine Studie der Schweizerischen Verkehrswissenschaftlichen Gesellschaft;Haupt-Bibliothek;AJ 156;;Vervielfältigung;1969;YY;;;Wirtschaftswissenschaften;Regionale Wirtschaftspolitik. Stadtplanung;
Halpern Morton;;;Why Bureaucrats Play Games;;;;;11;Druckerzeugnis;;Separata;EA Sep. 02;Washington;Brookings Institution;1971;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Kleinhenz Gerhard;;;Das Rationalprinzip in den Wirtschaftswissenschaften. Ist das Modell des 'homo oeconomicus' so schlecht wie sein Ruf?;;;;3.922016.17.0;189-202;Druckerzeugnis;In: Mückl Wolfgang J., Ott Alfred E. (Hrsg.): Wirtschaftstheorie und Wirtschaftspolitik;Haupt-Bibliothek;;Passau;Passavia Universitätsverlag;;YB;;;Wirtschaftswissenschaften;Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik;
Wagenblass Horst;;;Volkswirtschaftslehre-öffentliche Finanzen und Wirtschaftspolitik;;;;3.7685.0480.8;295;Druckerzeugnis;;Haupt-Bibliothek;AK 1068;Heidelberg;R.v. Decker's Verlag, G. Schenk;1981;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;
Rothbard Murray N.;;;The Review of Austrian Economics;;;;0.669.12892.9;244;Druckerzeugnis;Volume 1;Haupt-Bibliothek;AK 1183;Lexington;D.C. Heath;1987;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;
Drago Roland;;;'L'idée d'un management administratif dans la science administrative fraçaise;;;;3-7890-3017-1;19-26;Druckerzeugnis;In: Bullinger-Martin (Hrsg.)- und andere: Von der bürokratischen Verwaltung zum Verwaltungsmanagement;Haupt-Bibliothek;;Baden-Baden;Nomos;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Lenk Klaus;;;Recht als verwaltungsinternes Steuerungsmittel;;;;3-7890-1450-8;147-157;Druckerzeugnis;In: Koch-Rainer- und andere: Verwaltungsforschung in Perspektive;Haupt-Bibliothek;;Baden-Baden;Nomos;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Plasschaert Sylvain;;;Vers une stratégie de la politique fiscale dans les pays en voie de développement?;;;;;57-74;Druckerzeugnis;In: Parisis, A., u.a. , (Hrsg.): Problèmes fiscaux d'aujourd'hui - 2ème série (1963-1965) Grande Bretagne, Tiers monde, Marché Commun, Fiscalité internationale, Economie. Bruxelles: Ecole supérieure des sciences fiscales, 1965 (Collection scientifique);Haupt-Bibliothek;;Bruxelles;Ecole supérieure des sciences fiscales;;KO;;;Ausländisches Steuerrecht;Uebrige Staaten;
Luck G. M.;;;Decision-Making within Hospitals;;;;0.04.330213.0;179-189;Druckerzeugnis;In: Hauser M.M. (Hrsg.): The Economics of Medical Care;Haupt-Bibliothek;;London;George Allen & Unwin;;YL7;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder
Werry Will;;;Getting Value-for-Money from Competition for internal Audit Services;;;;-;179-184;Druckerzeugnis;In: Hedlund-Sven: Union Europea y en Espana;Haupt-Bibliothek;;;;;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle
Curnow R. N.;;;Economics and Operational Research in the Health Services;;;;0.04.330213.0;227-237;Druckerzeugnis;In: Hauser M.M. (Hrsg.): The Economics of Medical Care;Haupt-Bibliothek;;London;George Allen & Unwin;;YL7;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder
Informationsstelle für Steuerfragen;;;Volksabstimmung vom 6.6.1971 Orientierung;Dokumentation;;;;42 + Tabellen;Druckerzeugnis;;Haupt-Bibliothek;GA 108;;;1971;GA;;;Finanzrecht;Allgemeines;
Bowen H. R.;Jeffers J. R.;;The Economics of Health Services in the United States;;;;0.04.330213.0;280-302;Druckerzeugnis;In: Hauser M.M. (Hrsg.): The Economics of Medical Care;Haupt-Bibliothek;;London;George Allen & Unwin;;YL7;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder
Flücks Ralf;Bogumil Jörg;;Verwaltungs-Reform demokratisch gestalten;;;;0941-9225;46;Druckerzeugnis;Bundesweiter Kongress zur Reform der Kommunalverwaltung am 25./26. Oktober 1997 in Köln;Haupt-Bibliothek;EG 232;Bielefeld;AKP-Büro;1997;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Pozzi Leone;;;Trattato di ragioneria pubblica;;;;;104;Druckerzeugnis;Appendice per l'anno 1965;Haupt-Bibliothek;VA 110;Faenza;Fratelli Lega, Editori Faenza;1965;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle
Röpke Jochen;;;Zur Stabilität und Evolution marktwirtschaftlicher Systeme aus klassischer Sicht;;;;3.16.343161.5 3.16.343162.3;124-154;Druckerzeugnis;In: Streissler Erich/Watrin Christian (Hrsg.): Zur Theorie marktwirtschaftlicher Ordnungen;Haupt-Bibliothek;;Tübingen;J.C.B. Mohr;;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;
EG-Kommission;;;Vorschlag für eine Richtlinie des Rates über die Auftragsvergabe durch Unternehmen im Telekommunikationssektor;;;;92.77.40436.1;42;Druckerzeugnis;(von der Kommission vorgelegt);Haupt-Bibliothek;FB 162;Brüssel;EG;1988;YL5;YM;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Internationaler Handel. Zahlungsbilanz und Wechselkurse";Finanzwirtschaft supranationaler Behörden
Kershaw Joseph A.;;;The War against Poverty;;;;;9;Druckerzeugnis;Highlights of government against poverty;Separata;AK Sep. 502;Washington;Brookings Institution;1970;YM;;;Wirtschaftswissenschaften;Internationaler Handel. Zahlungsbilanz und Wechselkurse;
Henderson William L.;;;Urban Economics;Processes and Problems;;;0.471.37044.4;211;Druckerzeugnis;;Haupt-Bibliothek;AC 161;New York;Wiley;1972;YL1;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Allgemeines
Solow R.;;;Science and Ideology in Economics;;;;0-8014-9860-0 (paperback) 0-8014-0914-4 (cloth);67-79;Druckerzeugnis;In: Amacher-Ryan C- Tollison-Robert D: The Economic Approach to Public Policy;Haupt-Bibliothek;;London;Cornell University;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
IFF;;;Weiterbildungsseminar im Steuerrecht für Kaderkräfte;14.-16.4.1986;;;-;;Druckerzeugnis;Seminarunterlagen;Haupt-Bibliothek;JA 168;St. Gallen;IFF;1986;JA;;;Allgemeine Steuerrechtsliteratur;Allgemeines, Lehrbücher;
Winkler E.;Jacsman J.;;Versuch eines interkommunalen Vergleichs von Gemeindeausgaben im Kanton Aargau;;;;;125, 131, 134, 138;Druckerzeugnis;Begriffe und Definition der Orts-, Regional- und Landesplanung. Zur Methodik der Landschaftsplanung. Landesplanerische Prioritätszonen;Separata;AJ Sep. 31;Solothurn;Vogt-Schild AG;1968;YY;;;Wirtschaftswissenschaften;Regionale Wirtschaftspolitik. Stadtplanung;
Buccieri Joseph Mario;;;The relationship of job satisfaction and employee motivation to productivity as perceived by civilian employees in the federal sector;;;;;109;Druckerzeugnis;;Haupt-Bibliothek;EH 105;Ann Arbor;UMI;1991;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Kappel Rolf;Widmaier Ulrich;;Mögliche Entwicklungen der Weltbevölkerung;;;;3.445.02032.9;93-186;Druckerzeugnis;In: Bremer-Stuart A. (Hrsg.): Weltmodellstudien;Haupt-Bibliothek;;Königstein;Anton Hain;1980;YN;;;Wirtschaftswissenschaften;Konjunkturschwankungen, Stabilitätspolitik;
Ball Ian Erenstrom Karen;;;Specifying Performance Dimensionns;The Process-The Substance and The Result-Outcome Specification;;;0.980976.09.7;55-79;Druckerzeugnis;;Haupt-Bibliothek;;Wellington;NZSofA;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
EWG;;;Unternehmenszusammenschlüsse aus der Sicht der Europäischen Gemeinschaften;;;;;5;Druckerzeugnis;;Separata;AK Sep. 110;;;1969;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;
Lee Tim;;;The Search for Equity;;;;1.85972.413.2;136;Druckerzeugnis;The funding of additional educational needs under LMS;Haupt-Bibliothek;AF 257;Aldershot;Avebury;1996;YX;;;Wirtschaftswissenschaften;Sozialpolitik. Gesundheitswesen. Bildungsökonomie;
